Site,Sp,Seedlot_label,plantingyear,assessment_date_qual,num_planted,best.ht,mean.ht.survived,survival.rate,mean.perform,rating,rating_new,assessor_name_qual,SiteName,BECvar,longitude,latitude
HOLB,Yc,Kootenay,2012,2022,100,5.8,3.8,88,3.34,2_Good,2_Good,Data,Holberg,CWHvm1,-127.87778,50.58778
KALA,Cw,Cw_Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Ep,BC_South_Int,2009,2019,100,1.77,1.75,2,0.03,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Fdc,63094,2009,2019,100,1.83,1.83,1,0.02,5_Fail,4_Poor,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Fdi,Local,2009,2019,100,2.9,1.9,57,1.08,4_Poor,4_Poor,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Hw,61145,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Lw,60779,2009,2019,100,2.65,1.92,16,0.31,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Pl,Local,2009,2019,100,3.1,1.9,63,1.2,4_Poor,4_Poor,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Pw,61256,2009,2019,100,0.69,0.68,2,0.01,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Py,BC_south_Int,2009,2019,100,3,2.12,85,1.8,3_Fair,2_Good,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Ss,63025,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Sx,60777,2009,2019,100,1.7,1.17,5,0.06,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KALA,Yc,Kootenay,2009,2019,100,1.97,1.44,5,0.07,5_Fail,5_Fail,Data,Kalamalka,IDFxh1,-119.2775,50.24444
KITI,At,BC_South_Int,2010,2020,75,5.3,2.54,15,0.37,5_Fail,5_Fail,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Ba,BC_South_Int,2010,2020,75,5,3.42,41,1.42,4_Poor,4_Poor,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Bg,Kootenay,2010,2020,75,4.65,2.41,68,1.64,3_Fair,3_Fair,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Cw,Local,2010,2020,75,4.3,2.33,76,1.77,3_Fair,2_Good,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Ep,BC_South_Int,2010,2020,75,7.5,4.7,29,1.38,4_Poor,4_Poor,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Fdc,63094,2010,2020,75,7.3,4.89,40,1.95,3_Fair,2_Good,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Fdi,63058,2010,2020,75,6,3.6,69,2.5,2_Good,2_Good,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Hw,61145,2010,2020,75,7.8,5.6,80,4.48,1_Excellent,1_Excellent,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Lw,60779,2010,2020,75,5.6,3.59,9,0.33,5_Fail,4_Poor,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Pl,Montana_Idaho,2010,2020,75,8,5.19,75,3.88,2_Good,2_Good,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Pw,61256,2010,2020,75,6.3,4.42,92,4.06,1_Excellent,0_Superior,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Py,BC_south_Int,2010,2020,75,5.9,4.53,48,2.18,3_Fair,3_Fair,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Ss,63025,2010,2020,75,7.5,5.12,87,4.44,1_Excellent,1_Excellent,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Sx,63103,2010,2020,75,5.1,3.52,88,3.1,2_Good,1_Excellent,Data,Kitimat,CWHvm,-128.68972,53.805
KITI,Yc,Kootenay,2010,2020,75,5,2.56,89,2.29,2_Good,2_Good,Data,Kitimat,CWHvm,-128.68972,53.805
KITS,Bg,Kootenay,2011,2021,100,5.5,2.65,84,2.22,2_Good,2_Good,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Cw,63035,2011,2021,100,6,3.46,91,3.15,2_Good,2_Good,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Ep,BC_South_Int,2011,2021,100,13.1,9.73,94,9.14,1_Excellent,2_Good,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Fdc,63022,2011,2021,100,8.1,4.98,79,3.93,2_Good,0_Superior,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Fdi,60784,2011,2021,100,6.1,3.76,90,3.38,2_Good,1_Excellent,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Hw,Monashee,2011,2021,100,7.6,5.27,94,4.95,1_Excellent,1_Excellent,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Lw,60779,2011,2021,100,7.7,4.41,54,2.38,3_Fair,3_Fair,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Pl,63056,2011,2021,100,9.2,6.19,92,5.69,1_Excellent,2_Good,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Ss,63025,2011,2021,100,7,4.47,83,3.71,2_Good,1_Excellent,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Sx,63063,2011,2021,100,7.6,4.79,98,4.7,1_Excellent,0_Superior,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
KITS,Yc,Kootenay,2011,2021,100,5.7,3.2,88,2.81,2_Good,2_Good,Data,Kitsumkalum,CWHws1,-128.72725,54.60483
LADY,At,BC_South_Int,2010,2020,100,3.15,1.54,79,1.21,3_Fair,4_Poor,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Ba,BC_South_Int,2010,2020,100,1.64,0.59,77,0.46,3_Fair,4_Poor,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Bg,Kootenay,2010,2020,100,1.94,0.96,87,0.83,3_Fair,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Bl,BC_South_Int,2010,2020,100,1.82,0.99,87,0.86,3_Fair,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Ep,BC_South_Int,2010,2020,100,1.4,0.67,34,0.23,4_Poor,4_Poor,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Fdc,63094,2010,2020,100,1.9,1.16,69,0.8,4_Poor,4_Poor,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Fdi,63016,2010,2020,100,2.52,1.45,91,1.32,3_Fair,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Hw,Monashee,2010,2020,100,2.14,0.93,74,0.69,4_Poor,4_Poor,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Lw,60773,2010,2020,100,4.67,2.86,90,2.58,2_Good,2_Good,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Pl,Local,2010,2020,100,3.93,2.25,98,2.2,2_Good,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Pw,60785,2010,2020,100,1.85,1.18,97,1.15,3_Fair,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Py,ID_Plains,2010,2020,100,1.95,1.22,96,1.17,3_Fair,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Ss,63025,2010,2020,100,1.3,0.79,42,0.33,4_Poor,4_Poor,Data,Ladybird,ESSFwc,-117.853,49.469
LADY,Sx,Local,2010,2020,100,2.4,1.32,96,1.27,3_Fair,3_Fair,Data,Ladybird,ESSFwc,-117.853,49.469
LIKE,At,BC_South_Int,2009,2019,100,1.5,0.88,34,0.3,4_Poor,4_Poor,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Bg,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Bl,BC_South_Int,2009,2019,100,0.2,0.18,2,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Cw,63035,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Fdc,63094,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Fdi,63077,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Pl,63054,2009,2019,100,4.52,2.29,82,1.88,3_Fair,3_Fair,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Pw,60785,2009,2019,100,0.57,0.32,4,0.01,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Py,BC_south_Int,2009,2019,100,3.15,1.14,38,0.43,4_Poor,4_Poor,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Ss,63025,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Sx,63063,2009,2019,100,1.8,0.66,39,0.26,4_Poor,4_Poor,Data,Likely,SBSdw1,-121.84361,52.57417
LIKE,Yc,Maritime,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Likely,SBSdw1,-121.84361,52.57417
LOON,Bg,Kootenay,2009,2019,100,0.5,0.4,3,0.01,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Bl,BC_South_Int,2009,2019,100,0.66,0.29,22,0.06,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Fdc,63094,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Fdi,63077,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Hw,Monashee,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Lw,Local,2009,2019,100,1.85,1.33,5,0.07,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Pl,63054,2009,2019,100,4,2.17,65,1.41,4_Poor,4_Poor,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Py,BC_south_Int,2009,2019,100,2.01,0.97,24,0.23,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Sx,Local,2009,2019,100,1.95,0.9,44,0.39,4_Poor,4_Poor,Data,Loon Lake,MSxk1,-120.35783,49.92786
LOON,Yc,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Loon Lake,MSxk1,-120.35783,49.92786
LYMN,Cw,63035,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Fdc,SpringfieldOR,2011,2021,100,1.84,1.84,1,0.02,5_Fail,4_Poor,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Fdi,63057,2011,2021,100,0.51,0.51,1,0.01,5_Fail,5_Fail,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Hw,Monashee,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Lw,ID_WA_north,2011,2021,100,4.38,1.97,17,0.34,5_Fail,5_Fail,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Pl,63018,2011,2021,100,7.89,5.5,90,4.95,1_Excellent,2_Good,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Pw,60785,2011,2021,100,2.63,1.05,25,0.26,5_Fail,4_Poor,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Py,BC_south_Int,2011,2021,100,5.8,3.56,93,3.31,2_Good,2_Good,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Ss,63025,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Sx,63103,2011,2021,100,1.76,0.86,34,0.29,4_Poor,4_Poor,Data,Lyman Springs CA,.,-121.76069,40.30186
LYMN,Yc,Kootenay,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Lyman Springs CA,.,-121.76069,40.30186
LYNX,Cw,Cw_Kootenay,2009,2019,100,0.32,0.32,1,0,5_Fail,5_Fail,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Ep,BC_South_Int,2009,2019,100,0.54,0.29,10,0.03,5_Fail,5_Fail,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Fdi,63057,2009,2019,100,1.58,1.24,2,0.02,5_Fail,5_Fail,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Hw,61354,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Lw,60773,2009,2019,100,3.54,1.35,25,0.34,5_Fail,4_Poor,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Pl,63054,2009,2019,100,3.41,2.16,84,1.82,3_Fair,3_Fair,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Pw,60785,2009,2019,100,1.16,0.67,20,0.13,5_Fail,5_Fail,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Py,ID_Plains,2009,2019,100,2.2,1.01,65,0.66,4_Poor,4_Poor,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Sx,63103,2009,2019,100,2.49,1.47,52,0.76,4_Poor,3_Fair,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
LYNX,Yc,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Lynx Creek,ESSFdc2,-120.4625,49.16431
MACN,At,BC_South_Int,2011,2021,100,3.49,1.47,30,0.44,4_Poor,4_Poor,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Ba,BC_South_Int,2011,2021,100,0.96,0.4,5,0.02,5_Fail,5_Fail,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Bg,Kootenay,2011,2021,100,1.23,0.83,14,0.12,5_Fail,5_Fail,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Bl,BC_South_Int,2011,2021,100,2.59,0.75,57,0.43,4_Poor,4_Poor,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Ep,BC_South_Int,2011,2021,100,3.95,2.32,23,0.53,5_Fail,5_Fail,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Fdc,SpringfieldOR,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Fdi,63057,2011,2021,100,4.23,2.1,57,1.2,4_Poor,3_Fair,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Hw,Monashee,2011,2021,100,0.65,0.42,3,0.01,5_Fail,5_Fail,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Lw,ID_WA_north,2011,2021,100,5.72,3.61,70,2.53,2_Good,3_Fair,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Pl,Local,2011,2021,100,5.64,4.43,88,3.9,2_Good,2_Good,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Pw,61256,2011,2021,100,2.74,1.15,60,0.69,4_Poor,4_Poor,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Py,BC_south_Int,2011,2021,100,3.85,2.24,40,0.89,4_Poor,4_Poor,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Ss,63025,2011,2021,100,2.36,0.72,33,0.24,4_Poor,4_Poor,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Sx,60156,2011,2021,100,5.06,2.72,78,2.12,2_Good,1_Excellent,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACN,Yc,Kootenay,2011,2021,100,1.65,0.9,33,0.3,4_Poor,4_Poor,Data,Mackenzie North,SBSmk2,-123.28436,55.46556
MACS,Ba,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Bg,Kootenay,2011,2021,100,0.53,0.23,31,0.07,4_Poor,4_Poor,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Cw,63035,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Ep,BC_South_Int,2011,2021,100,0.12,0.12,1,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Fdc,63022,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Fdi,Local,2011,2021,100,0.81,0.32,33,0.11,4_Poor,4_Poor,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Hw,Monashee,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Lw,OR_central,2011,2021,100,3.51,0.98,56,0.55,4_Poor,4_Poor,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Pl,63056,2011,2021,100,4.64,2.49,76,1.89,3_Fair,3_Fair,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Pw,61256,2011,2021,100,0.61,0.32,26,0.08,4_Poor,4_Poor,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Py,ID_Plains,2011,2021,100,2.65,1.17,62,0.73,4_Poor,4_Poor,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Ss,63025,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Sx,60446,2011,2021,100,2.07,0.77,92,0.71,3_Fair,3_Fair,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MACS,Yc,Kootenay,2011,2021,100,0.4,0.4,1,0,5_Fail,5_Fail,Data,Mackenzie South Hwy39,SBSmk1,-123.09342,55.25278
MCLE,At,BC_South_Int,2010,2020,100,1.99,0.87,55,0.48,4_Poor,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Bg,Kootenay,2010,2020,100,0.61,0.36,25,0.09,5_Fail,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Cw,63035,2010,2020,100,0,0,0,0,5_Fail,5_Fail,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Fdc,63094,2010,2020,100,0,0,0,0,5_Fail,5_Fail,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Fdi,63057,2010,2020,100,1.67,0.62,33,0.2,4_Poor,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Hw,61354,2010,2020,100,0,0,0,0,5_Fail,5_Fail,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Lw,ID_WA_north,2010,2020,100,3.52,1.28,33,0.42,4_Poor,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Pl,63055,2010,2020,100,4.44,2.67,59,1.58,3_Fair,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Pw,61256,2010,2020,100,1.15,0.51,39,0.2,4_Poor,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Py,ID_Plains,2010,2020,100,2.01,1.11,34,0.38,4_Poor,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Sx,Local,2010,2020,100,2.07,0.84,73,0.61,4_Poor,4_Poor,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLE,Yc,Maritime,2010,2020,100,0.5,0.39,9,0.04,5_Fail,5_Fail,Data,McLeese Lake,SBSdw2,-122.14028,52.4925
MCLR,At,BC_South_Int,2012,2022,100,2.5,1.26,30,0.38,4_Poor,4_Poor,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Ba,BC_South_Int,2012,2022,100,1.36,0.8,5,0.04,5_Fail,5_Fail,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Bg,Kootenay,2012,2022,100,2.71,1.48,64,0.95,4_Poor,4_Poor,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Cw,63035,2012,2022,100,3.08,1.12,29,0.32,4_Poor,4_Poor,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Ep,BC_South_Int,2012,2022,100,3.7,2.07,21,0.44,5_Fail,5_Fail,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Fdc,63094,2012,2022,100,3.4,1.94,28,0.54,4_Poor,4_Poor,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Fdi,63077,2012,2022,100,4.53,2.68,75,2.01,2_Good,2_Good,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Hw,Monashee,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Lw,ID_WA_north,2012,2022,100,6.7,4.15,56,2.33,3_Fair,3_Fair,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Pl,Montana_Idaho,2012,2022,100,5.33,3.36,81,2.72,2_Good,2_Good,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Pw,61256,2012,2022,100,2.7,1.41,45,0.64,4_Poor,4_Poor,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Py,BC_south_Int,2012,2022,100,3.81,2.53,60,1.52,3_Fair,3_Fair,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Ss,63025,2012,2022,100,2.03,1.15,24,0.28,5_Fail,5_Fail,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Sx,Montana_Idaho,2012,2022,100,3.07,1.71,59,1.01,4_Poor,3_Fair,Data,McLure,IDFxh2,-120.17844,51.00025
MCLR,Yc,Maritime,2012,2022,100,2.17,1.05,34,0.36,4_Poor,4_Poor,Data,McLure,IDFxh2,-120.17844,51.00025
MEND,Ba,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Bg,Kootenay,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Bl,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Cw,63035,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Ep,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Fdc,CoosBayOR,2011,2021,100,1.86,1.86,1,0.02,5_Fail,4_Poor,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Fdi,ID_north,2011,2021,100,1.42,0.65,31,0.2,4_Poor,4_Poor,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Hw,61145,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Lw,60779,2011,2021,100,0.99,0.99,1,0.01,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Pl,63056,2011,2021,100,3.62,2.08,64,1.33,4_Poor,4_Poor,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Pw,60785,2011,2021,100,1.11,1.11,1,0.01,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Py,Local,2011,2021,100,3.82,1.73,55,0.95,4_Poor,3_Fair,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Ss,63025,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Mendocino NF CA,.,-122.78333,39.485
MEND,Sx,63063,2011,2021,100,1.6,1.6,1,0.02,5_Fail,4_Poor,Data,Mendocino NF CA,.,-122.78333,39.485
MKRF,At,BC_South_Int,2010,2020,100,8.57,2.49,53,1.32,4_Poor,4_Poor,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Ba,BC_South_Int,2010,2020,100,3.97,2.12,94,2,3_Fair,2_Good,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Bl,BC_South_Int,2010,2020,100,2.4,1.46,84,1.22,3_Fair,2_Good,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Cw,63035,2010,2020,100,6.58,4.37,97,4.24,1_Excellent,2_Good,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Fdc,SpringfieldOR,2010,2020,100,8.04,5.19,71,3.69,2_Good,1_Excellent,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Fdi,63077,2010,2020,100,6.88,4.17,85,3.55,2_Good,1_Excellent,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Hw,61145,2010,2020,100,7.45,3.91,51,2,3_Fair,3_Fair,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Lw,OR_central,2010,2020,100,1.8,1.15,3,0.03,5_Fail,5_Fail,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Pl,63055,2010,2020,100,7.57,5.32,92,4.89,1_Excellent,2_Good,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Py,BC_south_Int,2010,2020,100,7.33,4.48,82,3.68,2_Good,1_Excellent,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Ss,Local,2010,2020,100,4.97,2.6,93,2.42,2_Good,2_Good,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Sx,60778,2010,2020,100,4.66,2.69,89,2.4,2_Good,1_Excellent,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MKRF,Yc,Kootenay,2010,2020,100,5.11,3.14,93,2.92,2_Good,2_Good,Data,Malcolm Knapp,CWHvm1,-122.53611,49.33389
MTSH,Bg,Kootenay,2009,2019,100,8.3,5.25,95,4.99,1_Excellent,1_Excellent,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Cw,63035,2009,2019,100,7.3,5.81,99,5.75,1_Excellent,2_Good,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Ep,BC_South_Int,2009,2019,100,12.2,9.22,84,7.75,1_Excellent,2_Good,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Fdc,63022,2009,2019,100,9.6,7.65,91,6.97,1_Excellent,0_Superior,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Fdi,63077,2009,2019,100,7.5,5.77,94,5.42,1_Excellent,0_Superior,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Hw,Monashee,2009,2019,100,6.5,4.88,79,3.86,2_Good,2_Good,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Lw,60779,2009,2019,100,6.3,2.86,31,0.89,4_Poor,4_Poor,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Pl,63020,2009,2019,100,9.6,7.57,99,7.49,1_Excellent,1_Excellent,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Pw,60785,2009,2019,100,7.2,4.87,61,2.97,3_Fair,1_Excellent,Data,Mt St Helen WA,.,-122.65059,46.27593
