site,spp.pop,rep,tree,age,height,SI50
STEW,Fd_CP,3,7,20,5,17.3
STEW,Fd_CP,3,7,25,7.5,18.57
STEW,Fd_CP,3,7,30,,
STEW,Fd_CP,3,8,10,2.02,23.23
STEW,Fd_CP,3,8,15,5.36,26.21
STEW,Fd_CP,3,8,20,9.3,28.55
STEW,Fd_CP,3,8,25,12.3,28.16
STEW,Fd_CP,3,8,30,15.8,29.04
STEW,Fd_CP,3,9,10,,
STEW,Fd_CP,3,9,15,,
STEW,Fd_CP,3,9,20,,
STEW,Fd_CP,3,9,25,,
STEW,Fd_CP,3,9,30,,
STEW,Fd_CP,3,10,10,1.68,20.37
STEW,Fd_CP,3,10,15,4.31,22.16
STEW,Fd_CP,3,10,20,7.8,24.68
STEW,Fd_CP,3,10,25,10.5,24.61
STEW,Fd_CP,3,10,30,13.4,25.13
STEW,Fd_CP,3,10,10,1.68,20.37
STEW,Fd_CP,3,10,15,4.52,22.95
STEW,Fd_CP,3,10,20,7.9,24.93
STEW,Fd_CP,3,10,25,10.6,24.8
STEW,Fd_CP,3,10,30,13.7,25.61
STEW,Fd_CP,3,9,10,0.96,
STEW,Fd_CP,3,9,15,3.5,18.92
STEW,Fd_CP,3,9,20,6.3,20.77
STEW,Fd_CP,3,9,25,9.3,22.2
STEW,Fd_CP,3,9,30,12.5,23.63
STEW,Fd_CP,3,8,10,0.75,
STEW,Fd_CP,3,8,15,2.63,15.37
STEW,Fd_CP,3,8,20,5,17.3
STEW,Fd_CP,3,8,25,7,17.55
STEW,Fd_CP,3,8,30,9.2,18.18
STEW,Fd_CP,3,7,10,0.45,
STEW,Fd_CP,3,7,15,0.61,
STEW,Fd_CP,3,7,20,1.1,
STEW,Fd_CP,3,7,25,1.2,
STEW,Fd_CP,3,7,30,,
STEW,Fd_CP,3,6,10,0.59,
STEW,Fd_CP,3,6,15,0.96,
STEW,Fd_CP,3,6,20,1.5,7.03
STEW,Fd_CP,3,6,25,2.1,7.02
STEW,Fd_CP,3,6,30,2.5,6.52
STEW,Fd_CP,3,5,10,,
STEW,Fd_CP,3,5,15,,
STEW,Fd_CP,3,5,20,,
STEW,Fd_CP,3,5,25,,
STEW,Fd_CP,3,5,30,,
STEW,Fd_CP,3,4,10,1.66,20.13
STEW,Fd_CP,3,4,15,4.51,22.9
STEW,Fd_CP,3,4,20,8.2,25.72
STEW,Fd_CP,3,4,25,10.6,24.8
STEW,Fd_CP,3,4,30,13.3,24.96
STEW,Fd_CP,3,3,10,0.93,
STEW,Fd_CP,3,3,15,1.72,11.29
STEW,Fd_CP,3,3,20,2.2,9.42
STEW,Fd_CP,3,3,25,2.2,7.25
STEW,Fd_CP,3,3,30,,
STEW,Fd_CP,3,2,10,0.55,
STEW,Fd_CP,3,2,15,1.45,9.97
STEW,Fd_CP,3,2,20,3.7,13.76
STEW,Fd_CP,3,2,25,4.4,12.17
STEW,Fd_CP,3,2,30,4.9,10.87
STEW,Fd_CP,3,1,10,1.19,
STEW,Fd_CP,3,1,15,3.16,17.58
STEW,Fd_CP,3,1,20,6.3,20.77
STEW,Fd_CP,3,1,25,8.2,19.99
STEW,Fd_CP,3,1,30,11.3,21.67
STEW,Fd_CP,3,1,10,1.88,22.09
STEW,Fd_CP,3,1,15,4.69,23.6
STEW,Fd_CP,3,1,20,8.1,25.44
STEW,Fd_CP,3,1,25,11,25.61
STEW,Fd_CP,3,1,30,14.7,27.25
STEW,Fd_CP,3,2,10,1.9,22.21
STEW,Fd_CP,3,2,15,5.42,26.42
STEW,Fd_CP,3,2,20,8.8,27.26
STEW,Fd_CP,3,2,25,11.2,25.99
STEW,Fd_CP,3,2,30,15.1,27.9
STEW,Fd_CP,3,3,10,2.11,24
STEW,Fd_CP,3,3,15,5.61,27.13
STEW,Fd_CP,3,3,20,10.1,30.58
STEW,Fd_CP,3,3,25,12.5,28.56
STEW,Fd_CP,3,3,30,16.2,29.68
STEW,Fd_CP,3,4,10,1.6,19.6
STEW,Fd_CP,3,4,15,3.68,19.67
STEW,Fd_CP,3,4,20,7.3,23.38
STEW,Fd_CP,3,4,25,9.8,23.2
STEW,Fd_CP,3,4,30,12.8,24.15
STEW,Fd_CP,3,5,10,1.17,
STEW,Fd_CP,3,5,15,2.73,15.78
STEW,Fd_CP,3,5,20,5.9,19.73
STEW,Fd_CP,3,5,25,8.8,21.21
STEW,Fd_CP,3,5,30,11.4,21.82
STEW,Fd_CP,3,6,10,2.03,23.35
STEW,Fd_CP,3,6,15,5.17,25.45
STEW,Fd_CP,3,6,20,9.7,29.55
STEW,Fd_CP,3,6,25,12.8,29.15
STEW,Fd_CP,3,6,30,16.5,30.16
STEW,Fd_CP,3,7,10,1.82,21.61
STEW,Fd_CP,3,7,15,4.85,24.25
STEW,Fd_CP,3,7,20,9.1,28.01
STEW,Fd_CP,3,7,25,12.2,27.97
STEW,Fd_CP,3,7,30,15,27.74
STEW,Fd_CP,3,8,10,1.62,19.85
STEW,Fd_CP,3,8,15,4.27,22.02
STEW,Fd_CP,3,8,20,8.2,25.72
STEW,Fd_CP,3,8,25,10.7,24.99
STEW,Fd_CP,3,8,30,12.4,23.49
STEW,Fd_CP,3,9,10,1.13,
STEW,Fd_CP,3,9,15,3.31,18.21
STEW,Fd_CP,3,9,20,7.1,22.85
STEW,Fd_CP,3,9,25,10.3,24.22
STEW,Fd_CP,3,9,30,13.7,25.61
STEW,Fd_CP,3,10,10,1.13,
STEW,Fd_CP,3,10,15,3.69,19.72
STEW,Fd_CP,3,10,20,6.7,21.83
STEW,Fd_CP,3,10,25,9.7,23
STEW,Fd_CP,3,10,30,12.6,23.82
STEW,Fd_CP,3,10,10,1.68,20.37
STEW,Fd_CP,3,10,15,4.04,21.08
STEW,Fd_CP,3,10,20,7.4,23.65
STEW,Fd_CP,3,10,25,9.7,23
STEW,Fd_CP,3,10,30,12.3,23.3
STEW,Fd_CP,3,9,10,0.74,
STEW,Fd_CP,3,9,15,1.63,10.9
STEW,Fd_CP,3,9,20,2.5,10.31
STEW,Fd_CP,3,9,25,3.1,9.35
STEW,Fd_CP,3,9,30,,
STEW,Fd_CP,3,8,10,0.55,
STEW,Fd_CP,3,8,15,0.7,
STEW,Fd_CP,3,8,20,1,
STEW,Fd_CP,3,8,25,1.2,
STEW,Fd_CP,3,8,30,,
STEW,Fd_CP,3,7,10,2.26,25.14
STEW,Fd_CP,3,7,15,5.27,25.86
STEW,Fd_CP,3,7,20,9,27.77
STEW,Fd_CP,3,7,25,12.2,27.97
STEW,Fd_CP,3,7,30,15,27.74
STEW,Fd_CP,3,6,10,0.82,
STEW,Fd_CP,3,6,15,2.53,14.94
STEW,Fd_CP,3,6,20,5,17.3
STEW,Fd_CP,3,6,25,7.3,18.19
STEW,Fd_CP,3,6,30,9,17.86
STEW,Fd_CP,3,5,10,2.55,27.41
STEW,Fd_CP,3,5,15,5.78,27.77
STEW,Fd_CP,3,5,20,9.2,28.28
STEW,Fd_CP,3,5,25,12.1,27.79
STEW,Fd_CP,3,5,30,15.5,28.55
STEW,Fd_CP,3,4,10,1.79,21.26
STEW,Fd_CP,3,4,15,4.61,23.34
STEW,Fd_CP,3,4,20,8.2,25.72
STEW,Fd_CP,3,4,25,11.1,25.8
STEW,Fd_CP,3,4,30,14.9,27.56
STEW,Fd_CP,3,3,10,0.95,
STEW,Fd_CP,3,3,15,2.16,13.37
STEW,Fd_CP,3,3,20,5,17.3
STEW,Fd_CP,3,3,25,6.2,15.94
STEW,Fd_CP,3,3,30,6.6,13.82
STEW,Fd_CP,3,2,10,1.79,21.26
STEW,Fd_CP,3,2,15,4.18,21.62
STEW,Fd_CP,3,2,20,6.6,21.55
STEW,Fd_CP,3,2,25,9,21.62
STEW,Fd_CP,3,2,30,12,22.83
STEW,Fd_CP,3,1,10,2.04,23.33
STEW,Fd_CP,3,1,15,4.57,23.14
STEW,Fd_CP,3,1,20,7.9,24.93
STEW,Fd_CP,3,1,25,10.2,24.03
STEW,Fd_CP,3,1,30,13.4,25.13
STEW,Fd_CP,3,1,10,0.69,
STEW,Fd_CP,3,1,15,1.45,9.97
STEW,Fd_CP,3,1,20,3.9,14.32
STEW,Fd_CP,3,1,25,5.9,15.3
STEW,Fd_CP,3,1,30,8.8,17.5
STEW,Fd_CP,3,2,10,1.52,18.81
STEW,Fd_CP,3,2,15,4.21,21.77
STEW,Fd_CP,3,2,20,7.9,24.93
STEW,Fd_CP,3,2,25,11,25.61
STEW,Fd_CP,3,2,30,14.3,26.59
STEW,Fd_CP,3,3,10,1.65,20.01
STEW,Fd_CP,3,3,15,4.33,22.19
STEW,Fd_CP,3,3,20,7.5,23.91
STEW,Fd_CP,3,3,25,11.1,25.8
STEW,Fd_CP,3,3,30,13.5,25.29
STEW,Fd_CP,3,4,10,2.72,28.73
STEW,Fd_CP,3,4,15,5.74,27.62
STEW,Fd_CP,3,4,20,8.9,27.53
STEW,Fd_CP,3,4,25,12.4,28.38
STEW,Fd_CP,3,4,30,14.4,26.75
STEW,Fd_CP,3,5,10,,
STEW,Fd_CP,3,5,15,,
STEW,Fd_CP,3,5,20,,
STEW,Fd_CP,3,5,25,,
STEW,Fd_CP,3,5,30,,
STEW,Fd_CP,3,6,10,1.36,17.34
STEW,Fd_CP,3,6,15,4.62,23.32
STEW,Fd_CP,3,6,20,7.7,24.42
STEW,Fd_CP,3,6,25,10.9,25.42
STEW,Fd_CP,3,6,30,13.7,25.61
STEW,Fd_CP,3,7,10,1.44,18.18
STEW,Fd_CP,3,7,15,3.77,20.03
STEW,Fd_CP,3,7,20,7.2,23.12
STEW,Fd_CP,3,7,25,9.9,23.4
STEW,Fd_CP,3,7,30,13.2,24.8
STEW,Fd_CP,3,8,10,,
STEW,Fd_CP,3,8,15,,
STEW,Fd_CP,3,8,20,,
STEW,Fd_CP,3,8,25,,
STEW,Fd_CP,3,8,30,,
STEW,Fd_CP,3,9,10,1.85,21.74
STEW,Fd_CP,3,9,15,4.12,21.37
STEW,Fd_CP,3,9,20,7.2,23.12
STEW,Fd_CP,3,9,25,10.1,23.83
STEW,Fd_CP,3,9,30,12.9,24.29
STEW,Fd_CP,3,10,10,2.03,23.35
STEW,Fd_CP,3,10,15,4.46,22.72
STEW,Fd_CP,3,10,20,7.6,24.17
STEW,Fd_CP,3,10,25,10.2,24.03
STEW,Fd_CP,3,10,30,12.9,24.29
STEW,Fd_CP,3,10,10,1.16,
STEW,Fd_CP,3,10,15,3.01,16.93
STEW,Fd_CP,3,10,20,5.5,18.65
STEW,Fd_CP,3,10,25,7.1,17.75
STEW,Fd_CP,3,10,30,8.7,17.33
STEW,Fd_CP,3,9,10,1.65,20.01
STEW,Fd_CP,3,9,15,3.74,19.87
STEW,Fd_CP,3,9,20,6.5,21.28
STEW,Fd_CP,3,9,25,8.8,21.21
STEW,Fd_CP,3,9,30,11.3,21.67
STEW,Fd_CP,3,8,10,1.46,18.25
STEW,Fd_CP,3,8,15,3.08,17.23
STEW,Fd_CP,3,8,20,6,19.97
STEW,Fd_CP,3,8,25,8.6,20.79
STEW,Fd_CP,3,8,30,10.7,20.67
STEW,Fd_CP,3,7,10,0.69,
STEW,Fd_CP,3,7,15,1.6,10.7
STEW,Fd_CP,3,7,20,3.9,14.32
STEW,Fd_CP,3,7,25,4.6,12.58
STEW,Fd_CP,3,7,30,,
STEW,Fd_CP,3,6,10,0.66,
STEW,Fd_CP,3,6,15,1.58,10.67
STEW,Fd_CP,3,6,20,3,11.77
STEW,Fd_CP,3,6,25,3.7,10.64
STEW,Fd_CP,3,6,30,4.3,9.84
STEW,Fd_CP,3,5,10,1.05,
STEW,Fd_CP,3,5,15,2.52,14.88
STEW,Fd_CP,3,5,20,5.7,19.19
STEW,Fd_CP,3,5,25,8.6,20.79
STEW,Fd_CP,3,5,30,11.6,22.16
STEW,Fd_CP,3,4,10,,
STEW,Fd_CP,3,4,15,,
STEW,Fd_CP,3,4,20,,
STEW,Fd_CP,3,4,25,,
STEW,Fd_CP,3,4,30,,
STEW,Fd_CP,3,3,10,0.53,
STEW,Fd_CP,3,3,15,0.87,
STEW,Fd_CP,3,3,20,1.6,7.4
STEW,Fd_CP,3,3,25,2.6,8.21
STEW,Fd_CP,3,3,30,4,9.31
STEW,Fd_CP,3,2,10,0.31,
STEW,Fd_CP,3,2,15,0.25,
STEW,Fd_CP,3,2,20,0.2,
STEW,Fd_CP,3,2,25,0.4,
STEW,Fd_CP,3,2,30,,
STEW,Fd_CP,3,1,10,1.15,
STEW,Fd_CP,3,1,15,2.98,16.86
STEW,Fd_CP,3,1,20,5,17.3
STEW,Fd_CP,3,1,25,6.8,17.16
STEW,Fd_CP,3,1,30,8.9,17.7
STEW,Fd_MICA,3,1,10,1.47,18.38
STEW,Fd_MICA,3,1,15,2.15,13.3
STEW,Fd_MICA,3,1,20,4,14.56
STEW,Fd_MICA,3,1,25,6.6,16.76
STEW,Fd_MICA,3,1,30,8.4,16.83
STEW,Fd_MICA,3,2,10,,
STEW,Fd_MICA,3,2,15,,
STEW,Fd_MICA,3,2,20,,
STEW,Fd_MICA,3,2,25,,
STEW,Fd_MICA,3,2,30,,
STEW,Fd_MICA,3,3,10,,
STEW,Fd_MICA,3,3,15,,
STEW,Fd_MICA,3,3,20,,
STEW,Fd_MICA,3,3,25,,
STEW,Fd_MICA,3,3,30,,
STEW,Fd_MICA,3,4,10,,
STEW,Fd_MICA,3,4,15,,
STEW,Fd_MICA,3,4,20,,
STEW,Fd_MICA,3,4,25,,
STEW,Fd_MICA,3,4,30,,
STEW,Fd_MICA,3,5,10,,
STEW,Fd_MICA,3,5,15,,
STEW,Fd_MICA,3,5,20,,
STEW,Fd_MICA,3,5,25,,
STEW,Fd_MICA,3,5,30,,
STEW,Fd_MICA,3,6,10,,
STEW,Fd_MICA,3,6,15,0.36,
STEW,Fd_MICA,3,6,20,0.7,
STEW,Fd_MICA,3,6,25,1.2,
STEW,Fd_MICA,3,6,30,1.35,3.97
STEW,Fd_MICA,3,7,10,1.05,
STEW,Fd_MICA,3,7,15,2.61,15.33
STEW,Fd_MICA,3,7,20,3.9,14.32
STEW,Fd_MICA,3,7,25,5.6,14.68
STEW,Fd_MICA,3,7,30,7.6,15.5
STEW,Fd_MICA,3,8,10,1.2,
STEW,Fd_MICA,3,8,15,2.85,16.3
STEW,Fd_MICA,3,8,20,5.4,18.39
STEW,Fd_MICA,3,8,25,9,21.62
STEW,Fd_MICA,3,8,30,12.1,22.97
STEW,Fd_MICA,3,9,10,1.6,19.6
STEW,Fd_MICA,3,9,15,3.21,17.76
STEW,Fd_MICA,3,9,20,4.9,17.04
STEW,Fd_MICA,3,9,25,6.9,17.36
STEW,Fd_MICA,3,9,30,9.3,18.35
STEW,Fd_MICA,3,10,10,1,
STEW,Fd_MICA,3,10,15,2.32,14.07
STEW,Fd_MICA,3,10,20,4.5,15.96
STEW,Fd_MICA,3,10,25,6.7,16.96
STEW,Fd_MICA,3,10,30,10.6,20.5
STEW,Fd_MICA,3,10,10,2.14,24.21
STEW,Fd_MICA,3,10,15,5.59,27.08
STEW,Fd_MICA,3,10,20,7.3,23.38
STEW,Fd_MICA,3,10,25,10.2,24.03
STEW,Fd_MICA,3,10,30,13.9,25.93
STEW,Fd_MICA,3,9,10,1.56,19.31
STEW,Fd_MICA,3,9,15,3.55,19.14
STEW,Fd_MICA,3,9,20,6.9,22.37
STEW,Fd_MICA,3,9,25,10.2,24.03
STEW,Fd_MICA,3,9,30,13.1,24.61
STEW,Fd_MICA,3,8,10,,
STEW,Fd_MICA,3,8,15,,
STEW,Fd_MICA,3,8,20,,
STEW,Fd_MICA,3,8,25,,
STEW,Fd_MICA,3,8,30,,
STEW,Fd_MICA,3,7,10,,
STEW,Fd_MICA,3,7,15,,
STEW,Fd_MICA,3,7,20,,
STEW,Fd_MICA,3,7,25,,
STEW,Fd_MICA,3,7,30,,
STEW,Fd_MICA,3,6,10,0.53,
STEW,Fd_MICA,3,6,15,1.05,
STEW,Fd_MICA,3,6,20,2.6,10.6
STEW,Fd_MICA,3,6,25,5.1,13.63
STEW,Fd_MICA,3,6,30,8.2,16.5
STEW,Fd_MICA,3,5,10,1.26,
STEW,Fd_MICA,3,5,15,2.62,15.31
STEW,Fd_MICA,3,5,20,5.6,18.9
STEW,Fd_MICA,3,5,25,8.5,20.59
STEW,Fd_MICA,3,5,30,11.4,21.82
STEW,Fd_MICA,3,4,10,,
STEW,Fd_MICA,3,4,15,,
STEW,Fd_MICA,3,4,20,,
STEW,Fd_MICA,3,4,25,,
STEW,Fd_MICA,3,4,30,,
STEW,Fd_MICA,3,3,10,,
STEW,Fd_MICA,3,3,15,,
STEW,Fd_MICA,3,3,20,,
STEW,Fd_MICA,3,3,25,,
STEW,Fd_MICA,3,3,30,,
STEW,Fd_MICA,3,2,10,,
STEW,Fd_MICA,3,2,15,,
STEW,Fd_MICA,3,2,20,,
STEW,Fd_MICA,3,2,25,,
STEW,Fd_MICA,3,2,30,,
STEW,Fd_MICA,3,1,10,0.41,
STEW,Fd_MICA,3,1,15,,
STEW,Fd_MICA,3,1,20,,
STEW,Fd_MICA,3,1,25,,
STEW,Fd_MICA,3,1,30,,
STEW,Fd_MICA,3,1,10,,
STEW,Fd_MICA,3,1,15,,
STEW,Fd_MICA,3,1,20,,
STEW,Fd_MICA,3,1,25,,
STEW,Fd_MICA,3,1,30,,
STEW,Fd_MICA,3,2,10,1.18,
STEW,Fd_MICA,3,2,15,1.97,12.5
STEW,Fd_MICA,3,2,20,2.8,11.2
STEW,Fd_MICA,3,2,25,4.1,11.53
STEW,Fd_MICA,3,2,30,6.3,13.29
STEW,Fd_MICA,3,3,10,0.73,
STEW,Fd_MICA,3,3,15,1.24,
STEW,Fd_MICA,3,3,20,2.3,9.7
STEW,Fd_MICA,3,3,25,3.5,10.23
STEW,Fd_MICA,3,3,30,4.9,10.87
STEW,Fd_MICA,3,4,10,1.35,17.21
STEW,Fd_MICA,3,4,15,2.79,16.04
STEW,Fd_MICA,3,4,20,5,17.3
STEW,Fd_MICA,3,4,25,7.6,18.79
STEW,Fd_MICA,3,4,30,9.9,19.34
STEW,Fd_MICA,3,5,10,1.58,19.36
STEW,Fd_MICA,3,5,15,3.73,19.87
STEW,Fd_MICA,3,5,20,6.2,20.49
STEW,Fd_MICA,3,5,25,8.6,20.79
STEW,Fd_MICA,3,5,30,11.7,22.33
STEW,Fd_MICA,3,6,10,,
STEW,Fd_MICA,3,6,15,,
STEW,Fd_MICA,3,6,20,,
STEW,Fd_MICA,3,6,25,,
STEW,Fd_MICA,3,6,30,,
STEW,Fd_MICA,3,7,10,0.75,
STEW,Fd_MICA,3,7,15,1.3,9.02
STEW,Fd_MICA,3,7,20,2.4,10.01
STEW,Fd_MICA,3,7,25,4.1,11.53
STEW,Fd_MICA,3,7,30,5.6,12.08
STEW,Fd_MICA,3,8,10,0.97,
STEW,Fd_MICA,3,8,15,2.47,14.67
STEW,Fd_MICA,3,8,20,4.4,15.68
STEW,Fd_MICA,3,8,25,6.3,16.14
STEW,Fd_MICA,3,8,30,9.6,18.86
STEW,Fd_MICA,3,9,10,0.8,
STEW,Fd_MICA,3,9,15,2,12.63
STEW,Fd_MICA,3,9,20,3.3,12.63
STEW,Fd_MICA,3,9,25,5.2,13.85
STEW,Fd_MICA,3,9,30,7.3,15
STEW,Fd_MICA,3,10,10,0.85,
STEW,Fd_MICA,3,10,15,1.82,11.83
STEW,Fd_MICA,3,10,20,2.8,11.2
STEW,Fd_MICA,3,10,25,3.5,10.23
STEW,Fd_MICA,3,10,30,5.1,11.24
STEW,Fd_MICA,3,10,10,1.34,17.09
STEW,Fd_MICA,3,10,15,3.39,18.54
STEW,Fd_MICA,3,10,20,6.5,21.28
STEW,Fd_MICA,3,10,25,9.4,22.4
STEW,Fd_MICA,3,10,30,13,24.48
STEW,Fd_MICA,3,9,10,1.69,20.49
STEW,Fd_MICA,3,9,15,4.24,21.86
STEW,Fd_MICA,3,9,20,6.7,21.83
STEW,Fd_MICA,3,9,25,9.6,22.8
STEW,Fd_MICA,3,9,30,12.7,23.96
STEW,Fd_MICA,3,8,10,1.41,17.8
STEW,Fd_MICA,3,8,15,3.59,19.3
STEW,Fd_MICA,3,8,20,6.9,22.37
STEW,Fd_MICA,3,8,25,9.7,23
STEW,Fd_MICA,3,8,30,13.2,24.8
STEW,Fd_MICA,3,7,10,0.97,
STEW,Fd_MICA,3,7,15,1.8,11.7
STEW,Fd_MICA,3,7,20,2.9,11.51
STEW,Fd_MICA,3,7,25,4.3,11.96
STEW,Fd_MICA,3,7,30,4.7,10.54
STEW,Fd_MICA,3,6,10,1.51,18.88
STEW,Fd_MICA,3,6,15,3.55,19.14
STEW,Fd_MICA,3,6,20,6.6,21.55
STEW,Fd_MICA,3,6,25,9.3,22.2
STEW,Fd_MICA,3,6,30,11.7,22.33
STEW,Fd_MICA,3,5,10,1.51,18.88
STEW,Fd_MICA,3,5,15,3.03,17.04
STEW,Fd_MICA,3,5,20,5.1,17.57
STEW,Fd_MICA,3,5,25,7.9,19.38
STEW,Fd_MICA,3,5,30,11.4,21.82
STEW,Fd_MICA,3,4,10,,
STEW,Fd_MICA,3,4,15,,
STEW,Fd_MICA,3,4,20,,
STEW,Fd_MICA,3,4,25,,
STEW,Fd_MICA,3,4,30,,
STEW,Fd_MICA,3,3,10,1.37,17.47
STEW,Fd_MICA,3,3,15,2.85,16.3
STEW,Fd_MICA,3,3,20,5,17.3
STEW,Fd_MICA,3,3,25,7.5,18.57
STEW,Fd_MICA,3,3,30,10,19.51
STEW,Fd_MICA,3,2,10,,
STEW,Fd_MICA,3,2,15,,
STEW,Fd_MICA,3,2,20,,
STEW,Fd_MICA,3,2,25,,
STEW,Fd_MICA,3,2,30,,
STEW,Fd_MICA,3,1,10,0.92,
STEW,Fd_MICA,3,1,15,1.91,12.24
STEW,Fd_MICA,3,1,20,3.3,12.63
STEW,Fd_MICA,3,1,25,4.4,12.17
STEW,Fd_MICA,3,1,30,7.4,15.15
STEW,Fd_MICA,3,1,10,1.52,18.81
STEW,Fd_MICA,3,1,15,3.16,17.58
STEW,Fd_MICA,3,1,20,5.1,17.57
STEW,Fd_MICA,3,1,25,8.2,19.99
STEW,Fd_MICA,3,1,30,10.8,20.84
STEW,Fd_MICA,3,2,10,1.35,17.21
STEW,Fd_MICA,3,2,15,3.31,18.21
STEW,Fd_MICA,3,2,20,5.9,19.73
STEW,Fd_MICA,3,2,25,8.5,20.59
STEW,Fd_MICA,3,2,30,11.3,21.67
STEW,Fd_MICA,3,3,10,,
STEW,Fd_MICA,3,3,15,,
STEW,Fd_MICA,3,3,20,,
STEW,Fd_MICA,3,3,25,,
STEW,Fd_MICA,3,3,30,,
STEW,Fd_MICA,3,4,10,,
STEW,Fd_MICA,3,4,15,,
STEW,Fd_MICA,3,4,20,,
STEW,Fd_MICA,3,4,25,,
STEW,Fd_MICA,3,4,30,,
STEW,Fd_MICA,3,5,10,1.66,20.13
STEW,Fd_MICA,3,5,15,3.57,19.19
STEW,Fd_MICA,3,5,20,5.6,18.9
STEW,Fd_MICA,3,5,25,7.6,18.79
STEW,Fd_MICA,3,5,30,10.3,20
STEW,Fd_MICA,3,6,10,0.62,
STEW,Fd_MICA,3,6,15,1.05,
STEW,Fd_MICA,3,6,20,1.3,6.18
STEW,Fd_MICA,3,6,25,0.8,
STEW,Fd_MICA,3,6,30,,
STEW,Fd_MICA,3,7,10,1.15,
STEW,Fd_MICA,3,7,15,3.47,18.81
STEW,Fd_MICA,3,7,20,6.6,21.55
STEW,Fd_MICA,3,7,25,9.4,22.4
STEW,Fd_MICA,3,7,30,11.8,22.49
STEW,Fd_MICA,3,8,10,1.66,20.13
STEW,Fd_MICA,3,8,15,3.69,19.72
STEW,Fd_MICA,3,8,20,5.7,19.19
STEW,Fd_MICA,3,8,25,8,19.59
STEW,Fd_MICA,3,8,30,10.1,19.69
STEW,Fd_MICA,3,9,10,0.89,
STEW,Fd_MICA,3,9,15,2.45,14.62
STEW,Fd_MICA,3,9,20,3.9,14.32
STEW,Fd_MICA,3,9,25,5.8,15.09
STEW,Fd_MICA,3,9,30,8.2,16.5
STEW,Fd_MICA,3,10,10,1.21,
STEW,Fd_MICA,3,10,15,2.32,14.07
STEW,Fd_MICA,3,10,20,4,14.56
STEW,Fd_MICA,3,10,25,6.1,15.73
STEW,Fd_MICA,3,10,30,8.2,16.5
STEW,Fd_MICA,3,10,10,0.93,
STEW,Fd_MICA,3,10,15,2.61,15.33
STEW,Fd_MICA,3,10,20,5.6,18.9
STEW,Fd_MICA,3,10,25,8.2,19.99
STEW,Fd_MICA,3,10,30,10.6,20.5
STEW,Fd_MICA,3,9,10,1.31,16.7
STEW,Fd_MICA,3,9,15,2.92,16.61
STEW,Fd_MICA,3,9,20,4.5,15.96
STEW,Fd_MICA,3,9,25,6.5,16.55
STEW,Fd_MICA,3,9,30,8.9,17.7
STEW,Fd_MICA,3,8,10,,
STEW,Fd_MICA,3,8,15,,
STEW,Fd_MICA,3,8,20,,
STEW,Fd_MICA,3,8,25,,
STEW,Fd_MICA,3,8,30,,
STEW,Fd_MICA,3,7,10,1.57,19.43
STEW,Fd_MICA,3,7,15,3.78,20.08
STEW,Fd_MICA,3,7,20,7.2,23.12
STEW,Fd_MICA,3,7,25,9.7,23
STEW,Fd_MICA,3,7,30,13.1,24.61
STEW,Fd_MICA,3,6,10,1.29,
STEW,Fd_MICA,3,6,15,2.81,16.16
STEW,Fd_MICA,3,6,20,5.2,17.88
STEW,Fd_MICA,3,6,25,7.1,17.75
STEW,Fd_MICA,3,6,30,8.7,17.33
STEW,Fd_MICA,3,5,10,1.05,
STEW,Fd_MICA,3,5,15,2.26,13.77
STEW,Fd_MICA,3,5,20,3.8,14.01
STEW,Fd_MICA,3,5,25,4.9,13.21
STEW,Fd_MICA,3,5,30,5.9,12.61
STEW,Fd_MICA,3,4,10,,
STEW,Fd_MICA,3,4,15,,
STEW,Fd_MICA,3,4,20,,
STEW,Fd_MICA,3,4,25,,
STEW,Fd_MICA,3,4,30,,
STEW,Fd_MICA,3,3,10,,
STEW,Fd_MICA,3,3,15,,
STEW,Fd_MICA,3,3,20,,
STEW,Fd_MICA,3,3,25,,
STEW,Fd_MICA,3,3,30,,
STEW,Fd_MICA,3,2,10,,
STEW,Fd_MICA,3,2,15,,
STEW,Fd_MICA,3,2,20,,
STEW,Fd_MICA,3,2,25,,
STEW,Fd_MICA,3,2,30,,
STEW,Fd_MICA,3,1,10,0.42,
STEW,Fd_MICA,3,1,15,0.3,
STEW,Fd_MICA,3,1,20,1,
STEW,Fd_MICA,3,1,25,0.7,
STEW,Fd_MICA,3,1,30,1.3,3.82
STEW,Fd_MICA,3,1,10,1.88,22.09
STEW,Fd_MICA,3,1,15,3.63,19.45
STEW,Fd_MICA,3,1,20,6.2,20.49
STEW,Fd_MICA,3,1,25,9.4,22.4
STEW,Fd_MICA,3,1,30,12.6,23.82
STEW,Fd_MICA,3,2,10,0.92,
STEW,Fd_MICA,3,2,15,1.38,9.57
STEW,Fd_MICA,3,2,20,3.1,12.06
STEW,Fd_MICA,3,2,25,5.1,13.63
STEW,Fd_MICA,3,2,30,6.6,13.82
STEW,Fd_MICA,3,3,10,1.36,17.34
STEW,Fd_MICA,3,3,15,3.3,18.15
STEW,Fd_MICA,3,3,20,5.6,18.9
STEW,Fd_MICA,3,3,25,8.3,20.2
STEW,Fd_MICA,3,3,30,11.4,21.82
STEW,Fd_MICA,3,4,10,0.83,
STEW,Fd_MICA,3,4,15,1.69,11.2
STEW,Fd_MICA,3,4,20,3.5,13.18
STEW,Fd_MICA,3,4,25,5.4,14.26
STEW,Fd_MICA,3,4,30,7.4,15.15
STEW,Fd_MICA,3,5,10,1.29,
