Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
1678052,"",S-Sx75Hw24Pli1-1-0.2-21/E-1119(18),2018,RESULTS,"",Operational,55.54251203,-128.7835408,,,,ICHmc2,ICHmc2,ICHmc1/01,"",,,,,,2018-06-26,6,"",FDI,63197,A,CTAIN,4040,,,,,,,,,21,,,,,,,
1683162,"",S-Pli49Sx28Fdi21Lw2-1-0.1-22/E-1200(18),2018,RESULTS,"",Operational,53.75756422,-123.2617142,,,,SBSdw3,SBSdw3,SBSdw3/01,"",,,,,,2018-06-18,6,"",LW,63571,A,CTAIN,1350,,,,,,,,,22,,,,,,,
-628910000,"",S-Sx80Pli20-25-5.5-18/E-1120(07),2018,RESULTS,"",Operational,54.2315695,-124.0621754,,,,SBSdw3,SBSdw3,SBSdw3/01,"",,,,,,2018-06-21,6,"",LW,63291,A,CTAIN,12810,,,,,,,,,18,,,,,,,
1701307,"",S-Sx50Pli40Lw5Fdi5-1-20.0-12/H-1200(18),2018,RESULTS,"",Operational,55.14073986,-126.7839334,,,,SBSmc2,SBSmc2,SBSmc2/09,"",,,,,,2018-06-15,6,"",LW,63669,A,CTAIN,100,,,,,,,,,12,,,,,,,
1701307,"",S-Sx50Pli40Lw5Fdi5-1-20.0-12/H-1200(18),2018,RESULTS,"",Operational,55.14073986,-126.7839334,,,,SBSmc2,SBSmc2,SBSmc2/09,"",,,,,,2018-06-15,6,"",FDI,48678,B,CTAIN,100,,,,,,,,,12,,,,,,,
1701304,"",S-Sx50Pli40Lw5Fdi5-1-20.0-11/H-1350(18),2018,RESULTS,"",Operational,55.14171075,-126.7846982,,,,SBSmc2,SBSmc2,SBSmc2/09,"",,,,,,2018-06-15,6,"",FDI,48678,B,CTAIN,260,,,,,,,,,11,,,,,,,
1701304,"",S-Sx50Pli40Lw5Fdi5-1-20.0-11/H-1350(18),2018,RESULTS,"",Operational,55.14171075,-126.7846982,,,,SBSmc2,SBSmc2,SBSmc2/09,"",,,,,,2018-06-15,6,"",LW,63669,A,CTAIN,260,,,,,,,,,11,,,,,,,
1680215,"",S-Pli58Sx29Lw13-1-0.2-20/E-1200(18),2018,RESULTS,"",Operational,53.30607836,-123.8480715,,,,SBPSdc,SBPSdc,SBPSdc/01,"",,,,,,2018-07-03,7,"",LW,63571,A,CTAIN,7350,,,,,,,,,20,,,,,,,
1699088,"",S-Sx58Pli32Fdi10-1-0.2-19/E-1400(18),2018,RESULTS,"",Operational,54.83386937,-125.6549852,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-06-29,6,"",FDI,48140,B,CTAIN,1270,,,,,,,,,19,,,,,,,
1670523,"",S-Pli67Sx28Lw5-1-1.0-20/E-1200(18),2018,RESULTS,"",Operational,52.22102804,-121.5572651,,,,SBPSmk,SBPSmk,SBPSmk/01,"",,,,,,2018-06-18,6,"",LW,63291,A,CTAIN,5420,,,,,,,,,20,,,,,,,
1680103,"",S-Pli57Sx27Fdi16-2-0.2-20/E-1200(17),2018,RESULTS,"",Operational,53.31249945,-123.8865525,,,,SBPSdc,SBPSdc,SBPSdc/03,"",,,,,,2018-06-02,6,"",LW,63571,A,CTAIN,3570,,,,,,,,,20,,,,,,,
1683248,"",S-Pli68Sx17Fdi11Lw4-1-0.1-18/E-1200(18),2018,RESULTS,"",Operational,53.76558096,-123.2335519,,,,SBSdw3,SBSdw3,SBSdw3/04,"",,,,,,2018-05-18,5,"",LW,63571,A,CTAIN,540,,,,,,,,,18,,,,,,,
1699079,"",S-Sx46Pli43Fdi11-1-0.2-19/E-1400(18),2018,RESULTS,"",Operational,54.85801141,-125.7067311,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-06-29,6,"",FDI,48140,B,CTAIN,1575,,,,,,,,,19,,,,,,,
1686661,"",S-Sx54Pli40Fdi6-1-0.2-19/E-1388(18),2018,RESULTS,"",Operational,54.8576216,-125.6959061,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-06-30,6,"",FDI,48140,B,CTAIN,3345,,,,,,,,,19,,,,,,,
1674709,"",S-Pli62Sx34Fdi4-3-0.4-19/E-893(17),2015,RESULTS,"",Operational,53.90764371,-125.4703456,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2015-06-08,6,"",LW,63571,A,CTAIN,760,,,,,,,,,19,,,,,,,
1674709,"",S-Pli62Sx34Fdi4-3-0.4-19/E-893(17),2015,RESULTS,"",Operational,53.90764371,-125.4703456,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2015-06-08,6,"",FDI,47713,B,CTAIN,5560,,,,,,,,,19,,,,,,,
1699096,"",S-Sx68Pli32-1-0.2-19/E-1000(18),2018,RESULTS,"",Operational,54.50179236,-125.857237,,,,SBSmc2,SBSmc2,SBSmc2/10,"",,,,,,2018-06-24,6,"",FDI,48140,B,CTAIN,2070,,,,,,,,,19,,,,,,,
1686663,"",S-Sx61Pli39-1-0.2-19/E-1360(18),2018,RESULTS,"",Operational,54.46367065,-125.8666431,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-23,5,"",LW,63291,A,CTAIN,270,,,,,,,,,19,,,,,,,
1686673,"",S-Sx48Pli31Lw21-1-0.2-19/E-1400(18),2018,RESULTS,"",Operational,54.46063358,-125.8611732,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-21,5,"",LW,63291,A,CTAIN,1455,,,,,,,,,19,,,,,,,
1700781,"",S-Pli74Sx26-1-0.2-19/E-1109(19),2018,RESULTS,"",Operational,53.73991201,-124.0472073,,,,SBSmc2,SBSmc2,SBSmc2/10,"",,,,,,2018-06-08,6,"",FDI,63641,A,CTAIN,371,,,,,,,,,19,,,,,,,
1670431,"",S-Pli73Sx20Lw7-1-0.2-20/E-1200(18),2018,RESULTS,"",Operational,52.20359225,-121.5563055,,,,SBPSmk,SBPSmk,SBPSmk/01,"",,,,,,2018-06-11,6,"",LW,63571,A,CTAIN,3700,,,,,,,,,20,,,,,,,
1686660,"",S-Sx63Pli34Fdi3-1-0.2-19/E-1325(18),2018,RESULTS,"",Operational,54.50149167,-125.9069049,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-18,5,"",FDI,48140,B,CTAIN,6555,,,,,,,,,19,,,,,,,
1686643,"",S-Sx61Pli29Fdi10-1-0.2-19/E-1378(18),2018,RESULTS,"",Operational,54.82702577,-125.6692307,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-06-01,6,"",FDI,48140,B,CTAIN,990,,,,,,,,,19,,,,,,,
1670299,"",S-Pli72Sx28-1-0.1-20/E-1185(18),2017,RESULTS,"",Operational,53.29609328,-123.9312635,,,,SBSmc3,SBSmc3,SBSmc3/01,"",,,,,,2017-05-26,5,"",FDI,48140,B,CTAIN,2201,,,,,,,,,20,,,,,,,
1714353,"",S-Pli58Fdi32Lw10-1-0.1-21/E-1108(19),2019,RESULTS,"",Operational,52.80764436,-119.1706429,,,,SBSdh1,SBSdh1,SBSdh1/01,"",,,,,,2019-05-15,5,"",LW,63275,A,CTAIN,6060,,,,,,,,,21,,,,,,,
1683237,"",S-Pli90Sx10-1-0.2-21/E-1000(19),2019,RESULTS,"",Operational,53.40253383,-123.6744689,,,,SBPSmk,SBPSmk,SBPSdc/06,"",,,,,,2019-06-10,6,"",LW,63571,A,CTAIN,240,,,,,,,,,21,,,,,,,
1684626,"",S-Sx51Pli49-1-0.2-20/E-1200(19),2019,RESULTS,"",Operational,53.39274178,-123.8895028,,,,SBPSmk,SBPSmk,SBPSmk/01,"",,,,,,2019-06-11,6,"",LW,63669,A,CTAIN,200,,,,,,,,,20,,,,,,,
1700815,"",S-Pli56Sx38Lw6-1-0.1-18/H-1400(18),2018,RESULTS,"",Operational,54.90825075,-126.5418294,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-31,5,"",FDI,48678,B,CTAIN,255,,,,,,,,,18,,,,,,,
1700815,"",S-Pli56Sx38Lw6-1-0.1-18/H-1400(18),2018,RESULTS,"",Operational,54.90825075,-126.5418294,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-31,5,"",LW,63669,A,CTAIN,300,,,,,,,,,18,,,,,,,
1700814,"",S-Sx60Pli33Lw7-1-0.1-18/H-1400(18),2018,RESULTS,"",Operational,54.90946795,-126.5523217,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-31,5,"",LW,63669,A,CTAIN,60,,,,,,,,,18,,,,,,,
1700814,"",S-Sx60Pli33Lw7-1-0.1-18/H-1400(18),2018,RESULTS,"",Operational,54.90946795,-126.5523217,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-31,5,"",FDI,48678,B,CTAIN,150,,,,,,,,,18,,,,,,,
1700828,"",S-Sx50Fdi38Pli12-1-0.1-18/H-1400(18),2018,RESULTS,"",Operational,54.91038839,-126.549747,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-31,5,"",FDI,48678,B,CTAIN,40,,,,,,,,,18,,,,,,,
1700828,"",S-Sx50Fdi38Pli12-1-0.1-18/H-1400(18),2018,RESULTS,"",Operational,54.91038839,-126.549747,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-31,5,"",LW,63669,A,CTAIN,40,,,,,,,,,18,,,,,,,
98032,"",S-Pli93Bl7-1-0.2-20/E-1069(19),2019,RESULTS,"",Operational,54.41545337,-122.6028753,,,,SBSmk1,SBSmk1,SBSwk1/03,"",,,,,,2019-06-01,6,"",LW,63571,A,CTAIN,2530,,,,,,,,,20,,,,,,,
1700827,"",S-Sx73Pli20Lw5Fdi2-1-0.1-12/H-1400(18),2018,RESULTS,"",Operational,54.86607702,-126.5172327,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2018-05-23,5,"",FDI,48678,B,CTAIN,660,,,,,,,,,12,,,,,,,
1700827,"",S-Sx73Pli20Lw5Fdi2-1-0.1-12/H-1400(18),2018,RESULTS,"",Operational,54.86607702,-126.5172327,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2018-05-23,5,"",LW,63669,A,CTAIN,660,,,,,,,,,12,,,,,,,
1243972,"",S-Pli98Sx2-1-0.2-16/E-768(19),2019,RESULTS,"",Operational,54.39273632,-122.6451644,,,,SBSmk1,SBSmk1,SBSmk1/03,"",,,,,,2019-05-10,5,"",LW,63571,A,CTAIN,12390,,,,,,,,,16,,,,,,,
1682787,"",S-Sx46Pli30Lw24-1-0.2-17/E-1000(19),2019,RESULTS,"",Operational,53.40751834,-123.678296,,,,SBPSdc,SBPSdc,SBPSdc/05,"",,,,,,2019-06-10,6,"",LW,63571,A,CTAIN,4800,,,,,,,,,17,,,,,,,
1694970,"",S-Pli67Sx27Fdi6-1-0.1-20/E-1200(19),2019,RESULTS,"",Operational,52.2347684,-121.5759091,,,,SBPSmk,SBPSmk,SBPSmk/01,"",,,,,,2019-05-04,5,"",LW,63291,A,CTAIN,7920,,,,,,,,,20,,,,,,,
1707802,"",S-Pli47Fdi24Sx24Lw5-1-0.1-19/H-1162(19),2019,RESULTS,"",Operational,53.28160923,-122.9394517,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2019-05-11,5,"",LW,63291,A,CTAIN,1050,,,,,,,,,19,,,,,,,
1562495,"",S-Ba56Hw28Cw12Sxs4-4-0.6-25/E-800(17),2019,RESULTS,"",Operational,54.44859413,-128.8217129,,,,CWHws1,CWHws1,CWHws1/01,"",,,,,,2019-04-19,4,"",BG,9981,B,MXPLT,585,,,,,,,,,25,,,,,,,
1562495,"",S-Ba56Hw28Cw12Sxs4-4-0.6-25/E-800(17),2019,RESULTS,"",Operational,54.44859413,-128.8217129,,,,CWHws1,CWHws1,CWHws1/01,"",,,,,,2019-04-19,4,"",FDI,63502,A,CTAIN,315,,,,,,,,,25,,,,,,,
1562495,"",S-Ba56Hw28Cw12Sxs4-4-0.6-25/E-800(17),2019,RESULTS,"",Operational,54.44859413,-128.8217129,,,,CWHws1,CWHws1,CWHws1/01,"",,,,,,2019-04-19,4,"",PY,35649,B,CTAIN,480,,,,,,,,,25,,,,,,,
1562495,"",S-Ba56Hw28Cw12Sxs4-4-0.6-25/E-800(17),2019,RESULTS,"",Operational,54.44859413,-128.8217129,,,,CWHws1,CWHws1,CWHws1/01,"",,,,,,2019-04-19,4,"",LW,63528,A,CTAIN,180,,,,,,,,,25,,,,,,,
1714357,"",S-Pli56Fdi36Lw8-1-0.1-24/E-1167(19),2019,RESULTS,"",Operational,52.74233941,-119.0807159,,,,ICHmm,ICHmm,ICHmm/05,"",,,,,,2019-06-14,6,"",LW,63275,A,CTAIN,3410,,,,,,,,,24,,,,,,,
1682751,"",S-Pli66Sx27Lw7-1-0.2-20/E-1200(19),2019,RESULTS,"",Operational,53.42223052,-123.644388,,,,SBPSdc,SBPSdc,SBPSdc/01,"",,,,,,2019-06-05,6,"",LW,63571,A,CTAIN,3600,,,,,,,,,20,,,,,,,
1683724,"",S-Fdi37Pli28Sx20Lw15-1-0.2-22/E-1181(19),2019,RESULTS,"",Operational,53.25503442,-122.973788,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2019-05-05,5,"",LW,63571,A,CTAIN,16560,,,,,,,,,22,,,,,,,
1703118,"",S-Sx53Pli28Fdi12Lw7-1-0.2-19/E-1400(19),2019,RESULTS,"",Operational,53.88410426,-125.4046052,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2019-06-18,6,"",LW,63571,A,CTAIN,1210,,,,,,,,,19,,,,,,,
1703118,"",S-Sx53Pli28Fdi12Lw7-1-0.2-19/E-1400(19),2019,RESULTS,"",Operational,53.88410426,-125.4046052,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2019-06-18,6,"",FDI,53614,B,CTAIN,990,,,,,,,,,19,,,,,,,
1711027,"",S-Fdi94Lw6-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.16434719,-122.6979249,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-18,5,"",LW,63571,A,CTAIN,110,,,,,,,,,21,,,,,,,
1725385,"",S-Sx86Pli14-1-0.1-16/H-1200(19),2019,RESULTS,"",Operational,52.55532543,-122.6731124,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-19,5,"",LW,63571,A,CTAIN,2140,,,,,,,,,16,,,,,,,
1707804,"",S-Fdi80Lw12Pli8-1-0.1-18/H-1200(19),2019,RESULTS,"",Operational,52.55591708,-122.6891121,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-19,5,"",LW,63571,A,CTAIN,300,,,,,,,,,18,,,,,,,
1711064,"",S-Sx100-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.21277897,-122.7234359,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-16,5,"",LW,63571,A,CTAIN,700,,,,,,,,,21,,,,,,,
1710973,"",S-Sx46Fdi46Lw8-1-0.1-17/H-1600(19),2019,RESULTS,"",Operational,53.16489468,-122.5557342,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2019-05-20,5,"",LW,63571,A,CTAIN,650,,,,,,,,,17,,,,,,,
1711067,"",S-Sx55Fdi45-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.21711966,-122.7252985,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-18,5,"",LW,63571,A,CTAIN,130,,,,,,,,,21,,,,,,,
1699233,"",S-Fdi65Lw23Pli12-1-0.1-16/H-1200(19),2019,RESULTS,"",Operational,52.82812403,-122.5471,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-01,5,"",LW,63571,A,CTAIN,470,,,,,,,,,16,,,,,,,
1711026,"",S-Fdi34Sx33Lw33-1-0.1-17/H-1600(19),2019,RESULTS,"",Operational,53.17141641,-122.5438106,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2019-05-23,5,"",LW,63571,A,CTAIN,70,,,,,,,,,17,,,,,,,
1725386,"",S-Sx62Pli38-1-0.1-16/H-1050(19),2019,RESULTS,"",Operational,52.55888782,-122.6854797,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-19,5,"",LW,63571,A,CTAIN,1610,,,,,,,,,16,,,,,,,
1711062,"",S-Fdi42Sx42Lw16-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.21175753,-122.7322784,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-16,5,"",LW,63571,A,CTAIN,310,,,,,,,,,21,,,,,,,
1711058,"",S-Fdi92Lw8-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.2053913,-122.6974244,,,,SBSmw,SBSmw,SBSmw,"",,,,,,2019-05-15,5,"",LW,63571,A,CTAIN,900,,,,,,,,,21,,,,,,,
1711028,"",S-Fdi80Lw20-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.1640843,-122.7039052,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-18,5,"",LW,63571,A,CTAIN,260,,,,,,,,,21,,,,,,,
1683165,"",S-Sx43Pli30Fdi27-1-0.2-19/E-1200(19),2019,RESULTS,"",Operational,53.71064818,-123.2799738,,,,SBSdw3,SBSdw3,SBSdw3/01,"",,,,,,2019-06-21,6,"",LW,63571,A,CTAIN,1260,,,,,,,,,19,,,,,,,
1684578,"",S-Se99Bl1-1-0.2-15/E-1120(19),2019,RESULTS,"",Operational,52.00280278,-120.6391605,,,,ESSFwk1,ESSFwk1,ESSFwk1/01,"",,,,,,2019-06-24,6,"",PW,63664,A,CTAIN,10410,,,,,,,,,15,,,,,,,
1717088,"",S-Sx56Pli38Lw6-1-0.1-12/H-1300(19),2019,RESULTS,"",Operational,55.14043501,-126.3751294,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2019-06-04,6,"",LW,63669,A,CTAIN,6165,,,,,,,,,12,,,,,,,
1684581,"",S-Se90Pli7Bl3-1-0.2-26/E-1117(19),2019,RESULTS,"",Operational,52.017984,-120.6634945,,,,ESSFwk1,ESSFwk1,ESSFwk1/04,"",,,,,,2019-06-22,6,"",PW,63664,A,CTAIN,20030,,,,,,,,,26,,,,,,,
1729019,"",S-Pli100-1-0.1-20/M-40(19),2019,RESULTS,"",Operational,52.99219838,-123.7258322,,,,SBPSdc,SBPSdc,SBPSdc/01,"",,,,,,2019-09-17,9,"",FDI,63753,A,CTAIN,5040,,,,,,,,,20,,,,,,,
1700919,"",S-Sx50Pli40Lw5Fdi5-1-0.1-16/H-1600(18),2018,RESULTS,"",Operational,55.31546901,-126.4700941,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-28,5,"",LW,63669,A,CTAIN,600,,,,,,,,,16,,,,,,,
1700919,"",S-Sx50Pli40Lw5Fdi5-1-0.1-16/H-1600(18),2018,RESULTS,"",Operational,55.31546901,-126.4700941,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-05-28,5,"",FDI,48678,B,CTAIN,630,,,,,,,,,16,,,,,,,
1700759,"",S-Sx100-1-0.1-14/H-1360(19),2018,RESULTS,"",Operational,55.15261161,-126.3088438,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2018-06-15,6,"",FDI,48678,B,CTAIN,15,,,,,,,,,14,,,,,,,
1700759,"",S-Sx100-1-0.1-14/H-1360(19),2018,RESULTS,"",Operational,55.15261161,-126.3088438,,,,SBSmc2,SBSmc2,SBSmc2/05,"",,,,,,2018-06-15,6,"",LW,63669,A,CTAIN,60,,,,,,,,,14,,,,,,,
1700763,"",S-Sx60Pli20Fdi10Lw10-1-0.1-14/H-1360(18),2018,RESULTS,"",Operational,55.1549432,-126.3245427,,,,SBSmc2,SBSmc2,SBSmc2/03,"",,,,,,2018-06-15,6,"",LW,63669,A,CTAIN,645,,,,,,,,,14,,,,,,,
1700763,"",S-Sx60Pli20Fdi10Lw10-1-0.1-14/H-1360(18),2018,RESULTS,"",Operational,55.1549432,-126.3245427,,,,SBSmc2,SBSmc2,SBSmc2/03,"",,,,,,2018-06-15,6,"",FDI,48678,B,CTAIN,210,,,,,,,,,14,,,,,,,
1699224,"",S-Sx71Pli28Fdi1-1-0.1-20/H-1200(19),2019,RESULTS,"",Operational,52.77973158,-122.6100097,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-14,5,"",LW,63571,A,CTAIN,7790,,,,,,,,,20,,,,,,,
1711031,"",S-Fdi94Lw6-1-0.1-18/H-1600(19),2019,RESULTS,"",Operational,53.21011953,-122.7356413,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-14,5,"",LW,63571,A,CTAIN,331,,,,,,,,,18,,,,,,,
1729359,"",S-Fdi85Lw15-1-0.1-21/H-1600(19),2019,RESULTS,"",Operational,53.16389724,-122.6995465,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-18,5,"",LW,63571,A,CTAIN,220,,,,,,,,,21,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2019,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2019-04-22,4,"",CW,34954,B,MXPLT,7485,,,,,,,,,24,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2019,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2019-04-22,4,"",BA,40175,B,MXPLT,5070,,,,,,,,,24,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2019,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2019-04-22,4,"",PY,35649,B,CTAIN,1530,,,,,,,,,24,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2019,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2019-04-22,4,"",LW,63528,A,CTAIN,900,,,,,,,,,24,,,,,,,
1700762,"",S-Sx70Pli20Lw10-1-0.1-16/H-1360(18),2018,RESULTS,"",Operational,55.15453141,-126.2968227,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2018-06-15,6,"",LW,63669,A,CTAIN,450,,,,,,,,,16,,,,,,,
1700742,"",S-Pli90Lw10-1-0.1-15/H-1360(18),2018,RESULTS,"",Operational,55.16072693,-126.356747,,,,SBSmc2,SBSmc2,SBSmc2/06,"",,,,,,2018-06-15,6,"",LW,63669,A,CTAIN,135,,,,,,,,,15,,,,,,,
1729167,"",S-Sx100-1-0.1-19/H-1178(19),2019,RESULTS,"",Operational,55.13347152,-126.961598,,,,SBSmc2,SBSmc2,SBSmc2/06,"",,,,,,2019-05-20,5,"",FDI,48678,B,CTAIN,5355,,,,,,,,,19,,,,,,,
1714256,"",S-Pli100-1-0.1-18/H-1131(19),2019,RESULTS,"",Operational,55.49637576,-126.9539129,,,,ESSFmc,ESSFmc,ESSFmc/05,"",,,,,,2019-07-09,7,"",LW,63669,A,CTAIN,10560,,,,,,,,,18,,,,,,,
1693253,"",S-Fdi80Lw17Pli2Sx1-1-0.1-18/H-1157(19),2019,RESULTS,"",Operational,52.79707977,-122.609011,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-09,5,"",LW,63571,A,CTAIN,5410,,,,,,,,,18,,,,,,,
1680795,"",S-Sx41Pli31Fdi20Lw8-1-0.2-20/E-1200(19),2019,RESULTS,"",Operational,52.78324394,-122.0972554,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-06-10,6,"",LW,63571,A,CTAIN,3120,,,,,,,,,20,,,,,,,
1693251,"",S-Fdi71Pli20Lw9-1-0.1-21/H-1200(19),2019,RESULTS,"",Operational,52.80929688,-122.5864568,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-27,5,"",LW,63571,A,CTAIN,2520,,,,,,,,,21,,,,,,,
1707805,"",S-Fdi52Pli41Lw7-1-0.1-18/H-1200(19),2019,RESULTS,"",Operational,52.56335266,-122.6841253,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-19,5,"",LW,63571,A,CTAIN,240,,,,,,,,,18,,,,,,,
1710542,"",S-Pli50Sx50-1-0.1-16/H-1200(19),2019,RESULTS,"",Operational,52.61929844,-122.6556493,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-15,5,"",LW,63571,A,CTAIN,2970,,,,,,,,,16,,,,,,,
1707803,"",S-Fdi67Pli19Lw14-1-0.1-10/H-1200(19),2019,RESULTS,"",Operational,52.45257204,-122.6291868,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-06-01,6,"",LW,63571,A,CTAIN,1280,,,,,,,,,10,,,,,,,
1710970,"",S-Fdi92Lw8-1-0.1-17/H-1600(19),2019,RESULTS,"",Operational,53.16921547,-122.5455691,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2019-05-20,5,"",LW,63571,A,CTAIN,180,,,,,,,,,17,,,,,,,
1711029,"",S-Fdi81Lw19-1-0.1-18/H-1533(19),2019,RESULTS,"",Operational,53.21371018,-122.7377283,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-14,5,"",LW,63571,A,CTAIN,260,,,,,,,,,18,,,,,,,
1707645,"",S-Fdi81Pli13Lw6-1-0.1-18/H-1200(19),2019,RESULTS,"",Operational,52.56184872,-122.6780582,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-19,5,"",LW,63571,A,CTAIN,320,,,,,,,,,18,,,,,,,
1711059,"",S-Sx74Fdi26-1-0.1-25/H-1600(19),2019,RESULTS,"",Operational,53.21011043,-122.7289444,,,,SBSmw,SBSmw,SBSmw/01,"",,,,,,2019-05-14,5,"",LW,63571,A,CTAIN,1290,,,,,,,,,25,,,,,,,
1710974,"",S-Fdi93Lw7-1-0.1-17/H-1600(19),2019,RESULTS,"",Operational,53.16785993,-122.5452769,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2019-05-23,5,"",LW,63571,A,CTAIN,200,,,,,,,,,17,,,,,,,
1710676,"",S-Fdi83Pli12Lw5-1-0.1-14/H-1190(19),2019,RESULTS,"",Operational,52.61729659,-122.595388,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2019-05-09,5,"",LW,63669,A,CTAIN,8360,,,,,,,,,14,,,,,,,
1691603,"",S-Sx77Pli23-1-0.1-17/H-1100(19),2019,RESULTS,"",Operational,54.21536104,-125.1896104,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2019-05-09,5,"",LW,63669,A,CTAIN,1512,,,,,,,,,17,,,,,,,
